,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,y
434,1,1,0,0,1,0,1,0,0,1,0,0,0,22.749
435,1,1,1,1,0,0,1,1,1,0,0,1,1,33.602
436,1,0,0,1,0,1,1,1,1,1,0,1,0,32.158
437,1,0,1,1,0,1,0,1,1,1,0,0,0,22.797
438,0,0,0,0,0,0,1,1,0,0,1,0,1,23.973
439,1,1,1,1,1,0,0,0,1,1,0,1,1,33.941
440,0,0,0,0,1,1,1,1,0,0,1,1,0,31.649
441,0,0,1,0,0,0,1,0,1,0,0,0,0,22.234
442,1,1,1,1,1,1,1,1,0,0,0,1,1,33.55
443,1,0,0,1,1,0,1,0,1,1,0,1,0,32.097
444,0,0,0,1,0,0,0,1,0,1,1,1,0,32.101
445,0,1,0,0,0,0,1,0,0,1,1,0,0,22.631
446,1,0,1,0,0,1,0,0,0,0,0,1,1,33.289
447,0,1,0,1,1,1,0,1,0,0,1,1,0,31.798
448,0,0,1,0,1,1,0,1,1,0,1,0,0,22.351
449,0,0,0,1,1,0,0,0,1,1,1,1,0,32.049
450,1,0,0,1,1,0,0,1,0,1,1,1,1,33.902
451,0,0,0,0,0,1,1,1,1,0,0,0,0,22.223
452,0,1,0,0,0,1,1,1,0,1,1,1,1,33.856
453,0,1,1,1,0,0,0,0,1,0,0,0,0,22.364
454,0,1,1,1,1,0,1,1,0,0,0,1,0,31.704
455,0,1,0,0,0,0,0,1,1,0,1,0,1,24.022
456,0,0,1,0,0,1,0,0,0,0,0,1,0,31.744
457,1,1,0,0,1,1,1,0,1,0,0,1,0,31.624
458,1,1,1,0,1,1,1,0,0,1,1,0,0,22.704
459,1,1,1,1,1,1,0,0,1,0,0,0,1,24.364
460,1,1,1,0,0,1,0,1,1,1,0,0,0,22.898
461,0,0,1,1,0,1,0,0,1,1,0,0,0,22.952
462,0,1,1,1,0,0,1,0,1,0,0,0,0,22.587
463,1,0,1,0,0,0,0,1,0,1,0,0,0,22.783
464,1,0,0,0,0,1,0,0,0,0,0,0,0,22.405
465,0,0,0,0,1,0,0,1,0,1,0,0,0,22.746
466,0,1,1,1,1,0,0,0,0,0,0,1,0,31.905
467,0,1,0,0,0,0,1,0,1,1,0,0,1,24.535
468,1,1,1,1,1,1,1,0,1,1,1,0,1,24.814
469,1,0,1,1,1,1,1,1,0,0,0,1,0,31.955
470,1,1,1,0,0,0,1,0,1,1,0,1,0,32.175
471,1,1,1,1,1,1,1,1,0,1,1,1,0,32.355
472,0,0,1,1,0,0,0,1,1,0,1,0,1,24.361
473,0,1,0,1,1,0,1,1,0,1,0,0,0,22.944
474,1,0,0,1,1,0,0,1,1,0,1,1,1,33.555
475,0,0,0,0,0,1,1,0,0,0,0,1,0,31.468
476,1,0,1,1,0,1,0,0,1,0,0,1,0,31.765
477,1,1,1,0,1,1,0,0,0,1,1,1,0,32.125
478,1,0,0,1,1,0,1,1,1,1,0,0,0,22.777
479,1,1,0,1,1,1,0,0,1,1,1,0,0,22.839
480,0,1,1,0,0,0,0,1,1,0,1,0,1,24.056
481,0,1,1,0,1,1,0,0,1,1,1,1,1,33.885
482,1,0,1,1,1,1,0,0,0,0,0,1,1,33.481
483,0,0,0,1,0,1,0,1,1,0,0,0,1,24.083
484,1,1,0,1,0,0,0,1,1,0,0,1,0,31.74
485,0,1,0,0,1,0,1,0,1,0,0,1,0,31.611
486,1,0,0,0,1,1,0,1,0,1,0,0,1,24.353
487,1,1,0,1,1,1,0,0,0,1,0,1,0,32.068
488,0,1,1,1,1,1,1,1,1,1,0,0,1,24.55
489,1,1,0,0,0,0,1,1,1,0,1,0,1,24.061
490,0,1,0,0,0,1,1,1,0,0,1,1,0,31.651
491,0,0,0,1,0,0,0,1,0,0,0,1,0,31.586
492,1,1,1,1,1,0,1,1,0,0,1,0,0,22.474
493,0,1,0,1,1,1,1,1,0,0,0,1,0,31.955
494,1,0,0,0,1,0,1,0,0,0,1,1,1,33.584
495,0,1,0,0,0,0,0,0,1,0,0,1,1,33.487
496,0,0,0,0,0,1,0,0,0,1,1,1,0,32.142
497,0,1,1,0,0,1,0,0,0,0,1,1,1,33.666
498,1,0,1,1,0,0,0,0,1,1,1,0,1,24.734
499,0,0,1,1,0,1,1,0,0,0,1,0,0,22.646
500,1,1,1,1,1,1,0,1,0,1,1,1,0,32.405
501,1,0,0,1,0,1,1,1,0,0,1,0,0,22.652
502,0,0,1,0,1,0,1,1,0,0,0,1,0,31.787
503,0,1,0,1,0,1,0,1,0,0,0,1,1,33.669
504,0,1,0,1,0,1,1,1,0,1,1,1,0,32.359
505,0,1,1,0,0,1,1,0,0,0,0,0,0,22.41
506,0,1,0,1,1,0,0,1,0,1,1,1,0,32.311
507,0,0,0,0,0,1,1,1,1,0,0,0,1,24.092
508,0,1,1,1,0,1,1,1,0,0,0,0,1,24.171
509,0,1,0,0,0,0,0,0,1,1,0,1,1,33.783
510,1,0,1,1,0,0,0,1,0,0,0,1,0,31.708
511,0,0,1,0,1,1,1,1,0,1,0,1,0,31.964
512,0,1,0,0,1,0,1,0,1,1,0,0,0,22.659
513,0,1,0,1,0,0,1,1,0,0,0,1,0,31.728
514,0,0,0,1,0,0,0,1,1,1,0,1,1,33.831
515,0,0,1,1,0,1,1,0,1,1,1,1,0,32.156
516,1,1,1,1,1,1,0,1,1,1,0,1,0,32.149
517,1,1,1,0,1,1,0,1,1,0,1,1,1,33.509
518,1,0,1,1,0,0,0,1,0,1,1,1,1,33.914
519,0,1,0,0,1,1,1,0,1,1,1,0,1,24.432
520,1,1,1,1,0,1,0,0,0,1,0,0,0,22.765
521,0,0,1,1,0,0,1,1,0,0,1,0,1,24.189
522,0,0,1,1,1,1,1,1,0,1,0,0,1,24.506
523,0,1,0,0,0,1,0,0,0,0,0,0,0,22.218
524,1,0,0,1,1,1,0,0,1,1,0,1,0,32.085
525,0,0,1,0,0,1,1,0,1,0,0,1,1,33.404
526,1,1,0,0,1,1,0,1,0,1,0,0,0,22.667
527,1,0,0,1,0,0,1,1,1,0,0,1,0,31.724
528,0,0,1,0,1,1,0,1,1,0,0,0,1,24.011
529,1,0,0,1,1,0,1,1,1,0,0,0,1,24.148
530,1,1,1,1,0,0,1,0,0,1,0,0,0,22.985
531,1,0,1,1,0,0,1,1,1,0,1,0,0,22.683
532,1,1,0,1,1,0,0,1,1,1,1,1,0,32.408
533,0,0,1,0,1,1,0,0,0,1,0,0,0,22.801
534,0,1,0,0,0,0,1,0,0,0,0,0,0,22.393
535,1,1,1,0,1,0,1,0,0,1,1,0,1,24.611
536,0,0,0,1,1,1,1,1,0,1,1,0,1,24.726
537,0,0,1,0,0,0,1,1,1,1,1,1,0,32.268
538,1,0,1,0,1,0,0,0,0,0,0,0,0,22.426
539,1,1,0,0,0,0,1,1,0,0,1,1,0,31.892
540,0,1,1,1,1,1,1,0,0,0,0,0,1,24.332
541,0,0,0,1,1,0,0,1,1,0,1,1,0,31.924
542,0,1,1,1,0,0,1,0,1,1,1,1,0,32.437
543,1,1,0,1,0,1,0,0,1,0,1,0,0,22.634
544,0,0,0,1,0,1,1,0,1,1,1,1,0,32.136
545,0,0,0,1,1,0,0,1,1,1,0,0,0,22.742
546,1,1,0,1,0,1,1,0,1,1,1,0,1,24.584
547,1,1,1,0,1,1,0,1,1,0,0,0,0,22.302
548,0,1,1,0,1,0,1,1,0,0,0,1,1,33.346
549,1,0,1,1,1,1,1,0,0,1,0,0,0,22.767
550,0,1,0,1,1,0,1,1,0,0,1,0,1,24.218
551,1,1,1,0,0,0,1,0,1,1,1,1,1,33.841
552,1,0,0,0,0,0,1,1,1,0,0,0,0,22.24
553,0,1,1,0,0,1,1,0,0,0,1,0,1,24.045
554,1,1,1,0,1,0,1,1,0,1,0,0,0,22.678
555,1,1,1,1,0,1,0,0,0,1,0,0,1,24.478
556,0,1,1,0,0,1,1,1,0,1,0,1,1,33.757
557,1,1,0,1,0,0,1,1,1,0,0,1,0,31.755
558,0,0,1,0,0,1,0,1,1,1,1,0,0,22.715
559,0,0,1,1,1,1,0,0,1,1,0,0,0,22.784
560,0,0,0,1,1,0,0,1,1,0,1,1,1,33.463
561,1,1,1,1,0,1,0,0,0,0,1,1,1,33.542
562,1,1,0,1,0,0,0,0,0,0,1,0,0,22.601
563,0,1,0,0,0,0,0,0,1,1,1,1,1,33.835
564,0,0,1,1,0,0,1,0,0,0,1,1,0,31.71
565,0,0,0,1,0,0,1,0,1,1,0,0,0,22.889
566,0,1,0,1,0,0,1,0,0,1,1,1,1,34.146
567,0,0,1,0,1,0,1,0,0,0,1,1,0,31.806
568,1,1,1,1,0,1,1,1,1,1,1,1,0,32.453
569,0,1,0,0,1,1,1,1,0,1,1,1,0,32.237
570,1,0,1,1,0,1,0,0,1,0,0,1,0,31.932
571,1,1,1,1,0,1,1,0,1,0,0,1,0,32.053
572,0,1,0,0,1,0,1,1,0,0,1,0,1,24.255
573,0,0,0,1,1,1,1,1,0,1,1,0,1,24.728
574,1,1,1,0,0,1,0,1,0,0,1,0,0,22.559
575,0,0,1,1,0,1,0,1,1,1,1,0,1,24.761
576,1,1,0,1,0,1,1,1,0,1,1,1,1,34.105
577,0,0,1,1,1,0,0,1,0,1,1,1,1,34.033
578,0,0,1,1,0,0,1,0,1,0,0,1,0,31.712
579,1,1,0,0,0,0,1,0,1,1,1,0,1,24.429
580,1,0,1,1,0,0,0,0,1,0,0,0,1,24.099
581,1,0,0,1,1,0,1,1,1,0,1,0,1,24.194
582,1,0,0,1,0,1,0,0,1,1,0,0,0,22.746
583,0,1,1,1,1,1,0,0,0,1,0,0,0,22.797
584,0,1,1,1,1,0,1,1,0,1,1,0,0,22.876
585,1,0,1,1,1,1,1,1,0,0,1,1,0,31.813
586,1,0,1,0,0,0,0,0,0,0,1,1,1,33.369
587,1,0,0,0,1,1,0,1,0,0,1,1,1,33.467
588,1,0,0,1,1,0,0,1,0,0,0,0,0,22.375
589,0,0,1,1,1,0,1,1,1,1,0,1,1,33.893
590,1,1,0,1,1,0,1,0,0,0,1,0,0,22.405
591,1,0,1,1,1,1,1,0,0,0,1,0,0,22.479
592,1,1,1,1,0,0,1,1,0,0,0,1,1,33.614
593,0,1,0,1,0,1,1,1,1,0,0,1,1,33.544
594,0,0,1,1,0,1,1,0,1,1,1,1,0,32.189
595,1,0,1,1,1,1,0,0,1,1,1,0,0,22.861
596,0,1,0,0,1,1,0,1,0,0,0,0,0,22.443
597,1,0,1,0,0,0,1,0,1,0,1,1,0,31.838
598,1,1,1,0,1,1,0,0,0,0,0,1,0,31.793
599,1,1,1,0,1,0,1,1,0,0,0,1,1,33.595
600,1,1,0,1,1,0,1,0,1,0,0,1,0,31.926
601,1,1,1,1,1,1,0,0,0,0,0,1,1,33.704
602,1,1,0,0,0,0,0,0,1,1,0,1,0,32.159
603,0,0,1,0,1,1,0,0,0,1,1,0,1,24.595
604,1,1,0,1,0,1,0,0,1,1,0,0,1,24.694
605,1,1,0,0,0,1,1,0,1,1,1,0,0,22.914
606,1,0,1,0,1,0,0,0,1,0,1,1,1,33.588
607,0,0,1,1,0,1,1,1,1,1,0,0,0,22.995
608,0,1,0,0,1,1,1,1,0,0,1,1,1,33.527
609,0,0,1,0,1,0,1,0,0,0,1,0,1,24.037
610,0,1,0,0,0,0,1,0,0,1,0,1,1,33.685
611,1,1,1,0,0,1,1,1,1,0,1,1,1,33.494
612,1,0,1,1,0,1,1,0,1,0,1,1,1,33.622
613,0,0,0,1,0,1,0,0,1,1,0,1,0,32.017
614,0,1,1,1,0,0,0,0,0,0,0,0,0,22.343
615,0,0,1,1,1,0,0,1,0,1,0,1,1,33.858
616,0,1,1,0,1,0,0,0,1,0,1,1,1,33.488
617,1,1,1,0,0,1,1,1,1,0,1,1,0,31.688
618,1,1,1,0,0,1,1,1,0,0,1,1,1,33.487
619,0,1,1,0,0,1,1,1,1,0,0,1,1,33.429
620,0,0,1,0,0,1,0,0,0,0,1,0,1,24.022
621,0,0,1,0,0,1,0,0,1,1,0,1,1,33.706
622,0,1,0,0,1,1,1,1,0,0,0,0,0,22.267
623,1,1,1,0,1,0,1,1,1,0,1,1,1,33.478
624,0,0,0,0,0,0,1,1,1,0,0,1,1,33.332
625,0,0,1,1,0,1,0,0,0,0,1,1,1,33.551
626,1,1,0,0,0,0,1,1,0,1,1,0,1,24.406
627,1,1,0,1,1,1,1,1,0,1,0,1,0,32.367
628,0,1,0,0,1,0,0,0,1,0,0,0,0,22.443
629,0,0,1,0,0,0,1,0,1,0,1,0,1,24.222
630,0,1,0,1,1,0,1,1,0,1,0,0,1,24.671
631,1,1,1,1,1,0,1,0,1,1,1,0,1,24.764
632,1,1,0,1,1,1,1,0,0,1,0,1,0,32.366
633,0,0,0,1,0,1,0,1,0,1,0,0,0,22.914
634,0,0,1,1,1,0,0,0,1,0,0,1,0,31.909
635,0,1,0,1,0,0,1,0,1,1,1,0,1,24.717
636,0,1,1,1,0,0,1,0,1,0,0,0,1,24.335
637,0,0,0,1,0,0,1,1,0,1,0,1,0,32.245
638,0,1,1,0,1,0,0,1,0,0,0,1,0,31.722
639,0,1,0,0,0,0,1,0,0,0,0,0,0,22.338
640,0,1,0,0,1,1,0,1,0,1,0,0,0,22.635
641,0,0,1,0,1,0,1,1,0,0,1,0,0,22.327
642,1,1,1,0,1,1,0,1,1,0,1,0,0,22.376
643,1,0,0,0,0,1,0,1,0,0,0,1,0,31.552
644,0,1,0,1,0,0,0,0,1,1,1,0,1,24.508
645,1,1,0,1,1,1,0,0,1,0,0,1,1,33.582
646,1,0,0,0,0,1,1,1,0,0,0,1,0,31.584
647,1,0,0,0,1,1,1,0,1,0,0,1,1,33.37
648,1,0,0,0,0,0,1,1,0,1,0,0,0,22.607
649,1,1,0,1,0,0,1,1,0,1,1,1,1,33.966
650,0,1,1,1,1,1,1,1,0,0,0,1,0,31.734
651,1,0,1,0,0,1,1,0,0,0,1,1,0,31.609
652,0,1,1,0,0,1,0,1,1,0,0,0,0,22.273
653,0,0,0,1,0,1,0,0,1,0,1,0,1,24.121
654,1,1,0,1,0,0,1,1,0,0,0,1,1,33.459
655,0,0,0,0,0,1,1,1,1,1,1,1,1,33.741
656,1,0,0,0,0,0,0,1,1,1,1,1,1,33.824
657,0,0,0,0,1,0,0,1,0,1,0,1,0,31.898
658,0,0,0,0,1,0,0,0,0,1,0,1,1,33.655
659,1,0,1,0,0,1,1,0,0,0,1,0,0,22.513
660,0,1,0,1,0,1,1,0,0,1,1,1,0,32.357
661,0,0,0,0,1,1,1,0,0,0,0,1,0,31.692
662,0,0,1,0,1,0,0,0,0,1,1,0,1,24.545
663,0,1,1,1,1,1,0,1,0,1,0,0,0,22.987
664,0,0,0,0,0,0,0,1,1,0,1,0,1,24.177
665,0,0,0,1,0,1,0,0,1,0,1,0,0,22.572
666,0,0,0,0,0,1,0,0,1,1,1,1,1,33.946
667,0,0,0,0,1,0,0,0,0,1,1,1,0,32.098
668,0,1,0,0,1,0,1,1,1,1,1,0,1,24.623
669,0,1,0,1,1,1,0,1,1,0,1,1,0,32.051
670,0,0,0,0,1,0,0,1,0,0,1,0,1,24.123
671,0,0,0,0,0,1,0,0,1,0,1,1,0,31.735
672,0,0,1,1,0,0,0,0,0,1,1,1,0,32.277
673,1,0,0,1,0,1,0,0,0,0,1,0,1,24.283
674,0,0,1,1,1,1,1,0,0,1,1,1,1,34.049
675,1,1,1,0,0,0,1,1,1,0,1,1,1,33.484
676,1,0,0,1,1,1,1,1,0,1,0,0,1,24.496
677,1,1,0,1,1,0,0,1,0,0,0,0,1,24.129
678,1,1,0,0,0,0,0,0,1,1,0,1,0,31.996
679,0,0,0,0,0,1,1,0,0,0,0,0,1,23.893
680,1,1,0,0,1,1,0,0,1,1,1,0,1,24.438
681,0,1,1,1,0,1,1,1,0,1,1,0,0,22.874
682,1,0,0,1,1,1,0,1,1,0,1,0,0,22.487
683,1,0,0,0,0,0,1,1,0,0,0,0,1,23.944
684,1,1,0,0,0,0,0,0,1,0,0,0,1,23.949
685,0,1,0,0,0,0,1,0,1,1,1,1,0,32.018
686,0,0,0,1,0,1,1,0,0,0,1,0,1,24.11
687,1,1,0,0,1,0,1,0,1,0,1,1,1,33.428
688,1,1,1,0,0,1,1,0,1,1,0,1,1,33.761
689,1,0,1,0,0,1,1,1,0,0,1,0,1,24.061
690,0,0,1,1,1,0,1,1,0,0,1,0,1,24.175
691,1,1,1,0,1,1,0,0,1,0,1,0,0,22.343
692,0,1,0,1,0,1,0,0,1,1,1,0,1,24.525
693,0,0,1,0,0,0,0,1,0,1,1,1,0,32.219
694,0,1,0,0,0,0,1,1,1,1,0,1,1,33.952
695,0,1,1,0,1,1,1,0,1,1,1,1,1,34.097
696,1,1,1,0,0,1,0,1,1,0,1,0,0,22.57
697,1,1,1,1,0,1,1,1,1,1,1,0,0,23.105
698,0,1,0,0,0,1,1,1,1,1,1,0,0,22.933
699,0,1,0,1,1,1,1,1,0,1,0,1,1,34.147
700,0,0,0,1,1,1,0,1,1,1,1,1,0,32.356
701,1,1,1,0,0,0,1,0,0,0,1,0,0,22.504
702,0,1,1,0,1,1,1,1,0,1,0,0,1,24.603
703,0,1,0,0,0,0,1,0,1,1,1,1,1,33.978
704,1,0,0,0,0,0,1,1,1,0,1,1,0,31.845
705,1,1,1,0,1,1,0,1,0,0,0,1,1,33.622
706,1,1,1,1,0,0,1,0,0,0,1,0,1,24.344
707,1,1,1,0,0,1,0,0,0,1,0,0,1,24.361
708,1,1,1,0,1,0,0,1,0,0,0,1,0,31.596
709,1,0,1,0,1,0,0,1,1,1,1,1,1,33.833
710,0,1,0,1,1,0,1,0,1,1,0,0,0,22.793
711,1,1,1,0,1,1,1,0,0,1,0,0,0,22.658
712,0,0,0,0,0,1,1,1,0,0,1,1,1,33.336
713,1,1,1,1,0,1,1,0,0,0,1,0,1,24.186
714,0,0,0,0,1,0,0,0,1,1,0,0,1,24.271
715,1,0,0,1,0,1,0,0,0,1,0,0,1,24.397
716,0,0,1,1,1,0,1,1,0,0,1,0,0,22.423
717,0,1,0,0,1,0,0,0,1,1,1,0,0,22.648
718,0,0,0,1,0,0,1,0,1,0,1,1,0,31.676
719,0,1,0,0,0,1,1,0,1,0,1,0,0,22.297
720,1,1,1,1,1,0,0,1,1,1,1,0,0,22.864
721,0,0,1,1,1,0,1,0,0,1,1,0,1,24.489
722,1,1,0,1,1,0,0,1,0,1,1,0,1,24.521
723,0,1,1,0,1,0,1,0,1,1,1,0,1,24.387
724,0,1,1,1,1,0,1,1,0,1,1,0,1,24.535
725,0,1,1,1,1,0,0,0,0,0,0,0,1,24.08
726,0,1,0,1,1,1,1,1,1,0,1,0,0,22.714
727,0,0,1,0,0,0,1,0,0,1,1,1,0,32.206
728,1,1,1,0,0,0,0,1,0,1,0,0,0,22.839
729,0,0,0,0,0,1,0,1,1,1,1,0,0,22.845
730,0,0,0,0,0,0,1,0,1,1,1,0,1,24.513
731,1,0,1,1,0,0,0,1,0,0,0,0,0,22.575
732,0,0,0,0,1,1,1,0,0,0,1,0,0,22.446
733,0,1,1,0,0,0,1,0,1,1,0,1,0,32.16
734,0,0,1,0,0,0,0,0,1,0,0,0,1,24.139
735,0,0,1,0,0,0,0,1,1,1,0,0,0,22.828
736,1,0,1,0,1,1,0,1,1,0,0,1,1,33.607
737,0,1,1,1,0,1,0,0,0,0,0,1,0,31.865
738,1,1,0,0,0,1,0,0,0,0,1,0,0,22.477
739,0,0,1,0,1,1,1,0,0,1,0,0,1,24.397
740,0,1,1,1,1,0,0,1,0,0,1,0,0,22.525
741,0,1,1,1,1,0,0,0,0,0,1,0,1,24.15
742,1,1,0,0,0,1,1,0,1,0,0,0,0,22.272
743,0,0,0,0,0,1,1,0,0,1,1,0,1,24.317
744,0,0,0,1,1,0,0,0,1,0,1,0,1,24.104
745,1,0,0,0,1,0,0,0,0,1,1,1,1,33.745
746,1,0,1,1,0,1,1,0,1,0,0,0,1,24.138
747,1,1,1,1,0,1,1,1,0,1,1,0,1,24.585
748,0,0,1,1,0,0,0,0,0,1,1,1,0,32.117
749,1,1,1,1,0,1,1,0,1,0,1,1,1,33.588
750,1,0,1,0,1,1,1,0,1,0,0,1,0,31.629
751,0,1,0,1,1,1,0,1,1,1,1,1,0,32.198
752,0,1,1,1,1,1,0,0,1,1,1,0,0,22.867
753,0,1,1,1,0,1,0,0,0,1,1,1,1,33.949
754,0,0,0,0,1,1,1,0,0,1,1,0,0,22.637
755,0,0,0,1,0,0,1,0,0,1,1,0,1,24.426
756,0,1,1,0,0,1,0,0,0,1,1,1,0,32.051
757,0,1,0,0,1,1,0,1,0,1,0,0,0,22.639
758,0,0,0,0,0,1,0,1,1,1,1,0,1,24.342
759,1,1,0,1,1,0,1,1,0,1,0,1,0,32.135
760,0,0,0,1,0,0,1,0,1,1,0,0,1,24.412
761,1,0,0,0,0,1,1,1,0,0,1,1,1,33.405
762,0,0,1,0,0,0,0,1,1,0,1,1,1,33.604
763,1,1,1,1,0,0,0,1,1,0,1,1,0,32.046
764,0,1,1,1,0,1,1,1,0,0,0,1,0,31.986
765,0,0,1,0,0,0,0,1,1,0,0,1,0,31.787
766,0,0,1,1,1,0,1,0,0,0,1,1,1,33.72
767,1,1,0,0,0,0,0,1,0,1,0,0,0,22.82
768,0,1,0,0,1,1,1,1,1,0,0,0,1,24.254
769,0,0,1,1,1,1,1,1,1,1,1,0,1,24.786
770,0,0,0,1,1,1,1,1,0,0,1,1,1,33.7
771,0,0,0,1,1,1,1,0,0,1,0,1,0,32.189
772,1,1,0,1,0,1,0,0,1,1,0,0,0,22.957
773,1,0,0,0,0,1,0,0,1,1,0,0,0,22.629
774,1,0,0,0,0,1,0,1,0,1,1,0,1,24.391
775,0,1,1,0,1,1,1,0,0,0,1,0,1,24.063
776,1,1,1,0,0,0,0,0,0,0,0,1,1,33.331
777,0,0,0,1,0,1,0,1,0,0,1,1,1,33.494
778,0,1,1,0,0,1,1,1,1,0,1,0,1,24.098
779,1,0,0,0,1,1,1,0,0,0,1,0,1,24.016
780,1,0,0,1,0,0,1,1,1,0,0,1,0,31.727
781,0,0,0,0,1,0,0,1,1,0,1,0,1,24.006
782,1,1,0,1,1,1,1,0,0,0,0,0,0,22.386
783,0,1,0,0,0,1,0,0,1,1,1,1,0,32.016
784,0,1,0,1,0,0,1,1,0,1,0,1,0,32.103
785,0,1,1,0,0,0,1,0,0,1,1,1,1,33.978
786,1,1,1,1,1,1,1,0,1,0,1,1,0,31.823
787,0,1,0,1,1,1,1,1,1,0,1,0,0,22.507
788,1,1,1,1,1,0,1,1,0,1,1,1,0,32.238
789,0,1,1,1,1,0,0,0,1,1,0,1,1,33.912
790,0,1,0,1,1,0,1,0,0,0,0,1,0,31.661
791,0,0,1,1,0,1,1,0,1,1,0,1,0,32.107
792,0,0,1,0,0,1,1,1,0,1,1,0,0,22.892
793,0,1,0,1,0,0,0,0,0,1,1,0,0,22.767
794,0,0,0,0,0,0,1,0,1,0,1,1,1,33.532
795,0,1,0,1,1,0,0,1,0,1,0,1,1,34.068
796,0,1,0,0,1,0,1,1,1,1,1,1,1,34.074
797,0,1,0,0,1,1,1,1,0,1,0,0,0,22.847
798,1,1,1,1,0,1,1,1,1,0,0,1,0,31.984
799,1,1,1,1,0,0,1,1,1,1,1,1,0,32.419
800,0,1,0,1,0,1,0,0,0,0,0,1,1,33.688
801,1,1,1,1,1,1,0,0,0,1,0,0,0,22.992
802,0,1,1,1,0,0,0,0,1,1,0,1,1,34.073
803,1,0,1,0,0,1,1,1,1,1,0,1,0,32.248
804,0,0,1,0,0,1,0,0,0,0,1,0,0,22.466
805,0,0,1,0,1,1,1,1,1,0,0,1,0,31.827
806,1,1,0,0,1,1,0,0,0,0,1,1,1,33.612
807,0,1,1,1,1,1,0,0,0,0,1,1,0,31.938
808,1,1,0,0,1,1,1,0,0,0,1,0,0,22.404
809,1,1,0,0,1,0,1,0,0,1,1,0,1,24.386
810,0,0,0,0,1,0,1,0,1,0,0,0,1,23.922
811,1,0,1,0,0,1,1,0,1,0,0,0,1,24.017
812,1,0,1,1,1,1,0,0,0,0,0,1,1,33.503
813,1,0,1,0,1,0,1,1,0,0,1,0,1,24.058
814,0,0,0,0,1,1,1,0,0,1,1,0,1,24.324
815,1,0,1,1,1,0,1,1,1,1,0,0,1,24.517
816,0,0,1,1,1,0,0,1,1,1,1,1,1,33.952
817,1,1,0,1,0,0,1,0,1,0,0,0,0,22.377
818,1,0,1,0,1,0,1,1,1,0,0,1,1,33.408
819,1,1,0,0,0,0,0,1,1,1,1,1,1,33.837
820,0,0,1,0,1,1,0,0,1,0,0,0,0,22.236
821,1,1,1,1,1,0,1,1,0,1,0,1,1,33.948
822,1,1,0,0,1,0,0,1,1,0,1,0,1,24.065
823,0,0,1,0,1,0,0,0,1,0,0,0,1,23.938
824,0,0,0,1,1,1,0,1,0,0,0,1,0,31.664
825,0,1,0,1,1,1,1,1,0,0,1,1,1,33.626
826,0,0,0,1,0,0,1,1,1,1,0,1,0,32.031
827,1,0,0,1,1,0,1,0,0,0,0,0,0,22.545
828,1,1,1,1,1,0,1,1,0,1,0,1,0,32.367
829,0,1,1,1,1,1,0,0,1,1,0,0,1,24.715
830,0,0,0,1,1,0,1,1,1,0,1,0,1,24.354
831,0,0,0,1,1,0,0,0,1,1,1,0,1,24.666
832,1,1,1,0,1,0,0,1,1,1,1,0,1,24.626
833,1,0,1,1,0,1,1,0,1,0,0,0,0,22.607
834,0,0,1,0,1,1,1,1,1,0,0,1,1,33.609
835,1,1,0,1,1,1,0,0,1,1,0,0,1,24.71
836,1,0,0,0,0,1,0,1,1,1,1,1,0,32.239
837,1,0,0,0,1,0,1,0,1,0,1,1,1,33.58
838,1,1,1,1,0,0,0,1,1,1,1,1,0,32.308
839,1,1,0,1,0,1,0,1,1,1,1,0,1,24.715
840,0,0,1,0,1,0,1,1,0,1,1,0,0,22.679
841,1,0,1,1,1,0,1,0,0,0,0,1,1,33.462
842,1,0,0,1,1,0,0,0,0,0,1,1,0,31.718
843,1,1,0,1,0,0,0,1,0,0,1,0,0,22.428
844,0,0,1,0,1,0,1,1,1,0,0,0,1,24.003
845,1,0,1,0,0,1,1,1,0,1,1,1,0,32.066
846,0,0,0,1,1,1,1,1,1,0,1,1,0,31.765
847,0,0,0,0,0,1,1,0,1,0,0,0,1,23.925
848,0,1,1,0,0,0,0,0,0,0,1,1,0,31.592
849,0,1,1,0,1,1,0,0,0,0,1,1,0,31.865
850,1,1,1,1,0,1,1,1,0,1,0,1,0,32.166
851,1,0,1,0,0,1,0,1,1,1,0,1,0,32.018
852,1,0,1,1,1,0,0,0,0,1,0,1,1,33.851
853,1,0,1,1,1,0,0,0,0,0,0,1,0,31.661
854,0,1,1,1,0,0,1,1,1,1,0,0,0,22.826
855,1,1,1,0,1,0,1,0,1,0,1,1,1,33.677
856,0,1,0,0,1,0,1,0,1,1,0,1,0,32.164
857,0,0,1,1,0,0,0,0,0,1,1,0,1,24.671
858,1,1,1,0,1,1,1,1,0,1,1,1,0,32.308
859,1,0,1,0,0,0,1,1,1,0,1,1,1,33.651
860,0,0,0,0,1,0,1,1,1,0,0,1,0,31.714
861,1,1,0,1,0,1,0,1,0,0,0,0,0,22.6
862,1,0,0,1,0,1,0,0,0,1,0,1,0,32.29
863,1,0,0,0,0,0,1,1,0,1,0,1,0,32.175
864,0,0,1,0,0,1,1,1,0,1,0,0,1,24.523
865,0,0,0,0,0,0,1,1,1,0,0,0,0,22.378
866,0,0,0,1,0,0,1,0,0,1,0,0,0,22.693
867,1,0,1,0,1,1,1,0,1,1,1,1,1,33.865
868,1,0,0,1,1,0,1,1,0,0,0,1,1,33.473
