y,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17
37.185,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0
30.066,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1
28.193,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0
37.453,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1
29.724,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0
36.799,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0
27.855,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1
37.8,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1
39.161,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1
39.887,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1
37.303,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0
37.081,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0
36.873,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0
36.861,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0
27.415,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0
27.623,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1
39.321,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1
29.38,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1
37.947,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1
29.682,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0
29.533,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1
29.127,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1
27.754,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
27.692,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0
37.181,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0
29.08,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1
37.484,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
27.172,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0
38.753,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1
29.772,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1
39.185,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0
36.974,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1
38.943,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,1
38.89,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1
27.592,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0
29.347,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0
29.035,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
28.011,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1
37.627,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0
37.169,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0
29.573,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1
37.376,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0
37.333,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0
29.595,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0
29.292,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
39.16,0,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0
27.673,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0
37.36,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0
28.182,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0
36.863,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1
38.086,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1
29.237,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0
37.84,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1
29.99,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0
29.721,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0
29.382,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,1
37.204,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1
29.429,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1
27.815,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1
39.499,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0
29.273,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1
30.07,0,0,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1
27.755,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0
39.041,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1
39.151,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1
39.011,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1
27.577,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
36.841,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1
27.674,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0
29.346,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1
40.023,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1
39.761,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0
39.424,1,1,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1
36.992,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0
29.817,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1
27.7,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0
37.362,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0
37.839,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1
37.398,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0
39.37,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0
39.746,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0
28.376,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1
38.697,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1
39.487,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1
29.174,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0
37.278,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0
37.422,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1
27.608,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1
29.969,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0
38.01,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1
29.846,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0
27.952,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0
37.953,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
27.933,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1
29.009,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0
38.869,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0
27.099,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0
39.438,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1
39.241,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1
37.772,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0
39.296,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0
37.66,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1
27.744,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
39.298,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1
39.498,1,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,1
39.191,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0
28.975,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1
39.624,1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1
39.393,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1
38.906,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0
29.142,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
29.81,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1
37.089,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0
37.87,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0
39.431,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0
39.704,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0
29.356,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
29.404,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
39.284,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0
37.481,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1
27.524,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1
36.667,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
29.312,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0
37.665,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1
29.732,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
38.777,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1
28.2,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1
29.633,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0
37.038,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
29.767,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1
36.503,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0
27.897,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1
39.243,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1
28.865,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1
38.908,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0
37.622,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
28.316,0,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0
37.226,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
36.9,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1
29.424,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1
27.471,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0
28.573,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0
27.135,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1
28.134,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0
29.374,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0
27.916,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1
38.597,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0
37.367,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0
27.734,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1
28.747,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
37.66,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1
39.76,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1
37.887,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1
39.339,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1
28.218,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1
27.984,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
29.502,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1
29.451,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1
39.131,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
27.36,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
28.03,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1
29.566,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1
37.165,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0
27.862,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0
39.117,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0
39.269,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0
27.257,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0
29.171,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1
39.353,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0
28.025,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0
29.407,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1
29.735,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1
37.55,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1
37.997,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1
28.908,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1
28.45,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1
38.926,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1
37.497,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0
38.985,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0
29.308,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,1
27.42,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
27.779,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1
29.066,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1
39.412,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1
28.108,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0
39.176,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0
39.169,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0
30.207,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1
39.099,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1
29.508,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0
37.153,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0
37.772,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0
29.238,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0
27.867,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1
29.359,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1
27.723,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
36.82,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
27.417,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
28.125,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1
39.704,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0
37.32,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1
37.188,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1
29.173,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0
29.124,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0
29.479,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0
39.848,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1
36.718,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1
37.275,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1
38.017,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1
37.49,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0
30.21,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1
37.635,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1
28.108,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1
29.693,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1
39.383,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1
27.255,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1
37.513,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1
39.589,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1
37.39,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0
37.85,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1
37.375,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0
36.846,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1
27.726,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1
39.496,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0
37.914,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0
28.491,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1
37.536,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0
37.043,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
29.881,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1
27.601,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0
27.528,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0
39.696,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1
36.83,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1
38.959,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1
27.813,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0
29.668,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1
37.069,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1
39.275,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0
38.864,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1
27.95,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0
27.306,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0
27.684,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1
27.259,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1
37.478,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0
37.425,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1
30.037,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0
39.251,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0
37.49,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1
38.983,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
27.332,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1
29.277,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1
29.672,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1
37.204,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1
29.725,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1
38.793,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0
37.077,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0
37.648,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1
39.583,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1
28.74,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0
39.459,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1
39.769,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1
37.724,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1
29.698,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1
28.053,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1
37.362,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0
27.407,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
27.544,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1
27.547,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0
37.264,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0
28.95,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0
37.279,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1
38.929,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1
38.85,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1
27.553,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0
29.283,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0
29.028,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1
39.575,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1
37.473,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0
29.821,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1
27.632,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0
38.93,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0
37.106,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0
29.417,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0
27.667,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0
27.409,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
28.257,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0
37.626,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0
39.372,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0
28.524,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1
28.086,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1
37.264,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1
27.746,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1
39.72,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0
28.245,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0
29.46,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0
29.437,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1
27.495,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
27.58,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1
27.282,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
39.103,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1
29.599,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0
28.865,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1
39.405,0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0
39.4,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0
27.678,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
29.517,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1
37.615,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0
27.903,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1
28.895,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0
39.676,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0
39.45,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1
39.625,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1
39.507,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0
27.742,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0
38.846,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0
27.82,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
39.877,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0
39.33,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0
37.208,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
39.004,1,1,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0
28.153,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
28.154,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0
38.555,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1
37.437,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0
39.248,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
29.112,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0
39.032,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0
37.837,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0
39.171,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0
37.108,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0
37.052,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1
29.235,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0
40.053,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1
38.75,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1
39.219,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0
27.091,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
39.074,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0
28.137,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1
37.316,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0
37.07,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0
27.433,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1
37.311,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1
37.995,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1
37.593,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1
39.086,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1
29.587,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0
37.181,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0
38.921,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1
38.726,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0
29.041,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0
27.556,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
37.673,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1
37.49,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0
40.095,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
28.05,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
27.426,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
29.545,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1
29.41,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0
27.689,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1
27.198,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1
37.221,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0
39.111,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0
27.917,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
27.733,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0
38.882,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0
37.609,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1
