(55, 0);(19, 38);(1, 46);(87, 72);(90, 89);(58, 84);(29, 71);(82, 58);(26, 31);(10, 28)
21,51.740,2.236,21.190,73.790,85.212,58.258,32.985,63.891,9.434,15.556
65,66.753,53.852,67.052,22.804,33.971,19.313,36.346,18.788,52.402,66.851
49,10.000,42.426,61.221,74.431,90.785,76.531,66.098,59.908,32.527,43.829
14,87.235,39.319,33.615,73.171,76.942,44.553,16.155,70.605,47.539,49.163
37,21.633,31.623,49.518,78.102,93.477,75.000,59.540,64.351,21.954,31.385
73,51.264,54.918,72.028,27.785,44.385,39.000,49.649,13.454,49.980,66.098
50,46.271,32.016,49.000,45.222,58.728,38.833,32.650,34.176,28.302,43.863
70,96.177,76.485,84.629,28.601,20.881,16.279,47.508,38.897,77.666,89.939
85,91.082,81.609,93.038,14.142,5.831,27.074,57.974,28.160,80.660,94.810
86,95.189,84.812,95.713,18.028,4.123,28.636,60.083,32.249,84.149,98.082
10,49.244,20.125,27.514,92.914,105.646,80.000,54.424,81.413,19.416,8.000
61,6.708,54.672,73.817,73.736,90.758,81.056,75.153,58.873,44.822,56.798
15,70.456,20.396,18.439,73.348,81.154,50.249,19.105,67.000,29.155,30.414
78,41.881,59.076,77.782,38.079,55.317,52.924,60.803,23.345,52.154,68.359
48,99.247,67.543,70.838,47.434,43.174,18.028,33.838,53.263,71.470,80.529
54,28.018,36.401,55.973,55.000,70.831,56.143,49.739,41.037,28.160,44.000
53,64.031,42.802,55.027,34.928,44.654,20.616,25.000,29.614,42.638,56.080
12,44.922,25.962,34.785,95.425,108.904,84.599,60.440,83.217,22.804,15.133
89,41.049,71.589,90.956,49.041,66.008,68.425,76.837,35.693,63.506,79.158
33,95.567,56.754,56.859,57.940,57.140,26.571,22.361,60.216,62.394,68.949
1,54.000,42.048,46.000,112.161,125.865,101.514,76.322,99.624,39.825,29.411
17,62.008,11.180,16.279,73.682,83.241,53.907,25.060,65.620,20.125,22.136
82,28.792,68.942,88.640,62.201,79.404,77.795,80.808,48.000,59.808,74.216
76,39.115,57.219,76.118,40.522,57.723,54.083,60.440,25.710,50.040,66.189
67,29.547,49.244,68.680,49.244,66.129,57.706,58.138,34.438,41.195,57.009
15,88.549,41.195,35.847,72.339,75.664,43.290,16.125,70.214,49.244,51.245
96,52.010,77.233,96.026,41.000,57.315,64.405,77.524,29.530,70.007,86.093
44,85.709,53.235,58.052,44.922,46.174,14.036,20.518,46.615,56.921,66.370
58,66.068,48.010,60.407,29.614,39.408,18.000,29.428,25.298,47.424,61.221
23,61.911,15.524,23.087,66.761,76.059,46.755,18.974,59.211,22.204,28.178
18,37.483,32.016,43.463,95.483,109.877,87.658,65.924,82.462,26.249,23.409
30,92.445,52.173,51.865,59.481,60.000,28.443,18.028,60.539,58.138,64.195
86,36.892,69.376,88.888,52.010,69.116,69.857,76.485,38.210,61.000,76.420
44,37.643,25.080,44.147,56.080,70.178,50.000,38.079,43.909,18.682,34.928
35,20.025,40.311,56.400,88.006,103.774,86.128,70.257,73.878,31.321,36.797
46,43.932,27.459,45.100,50.220,63.655,42.720,32.757,39.000,23.324,39.000
41,64.537,33.302,43.463,46.872,55.471,27.019,14.422,41.304,35.341,46.755
62,60.407,48.301,62.586,27.731,40.311,24.331,34.785,20.100,46.228,61.057
64,9.487,57.009,76.276,72.732,89.844,81.222,76.479,57.871,47.202,59.506
85,31.321,72.090,91.788,63.032,80.156,79.712,83.546,49.092,62.968,77.369
28,62.169,20.125,28.792,61.131,70.235,41.037,15.033,54.037,25.080,33.287
52,57.079,38.079,52.173,38.079,49.679,27.659,26.926,30.017,36.770,51.039
42,97.867,63.325,65.437,51.478,48.662,20.616,29.069,55.866,67.912,76.059
37,36.715,18.974,38.626,64.031,77.833,56.080,39.812,51.971,11.045,27.295
26,47.011,7.071,26.571,70.328,82.462,56.859,34.132,59.808,6.000,18.358
43,98.732,64.622,66.843,51.108,47.854,20.518,30.414,55.866,69.123,77.389
49,6.083,47.634,65.795,80.529,97.082,83.487,72.801,65.863,37.802,47.434
31,31.241,21.633,39.699,76.420,90.785,69.462,51.039,63.600,12.083,22.472
1,64.900,18.111,10.000,93.231,103.586,74.518,44.822,83.934,25.495,12.042
81,26.683,69.771,89.443,66.272,83.487,81.320,83.241,52.010,60.415,74.330
73,85.907,70.937,81.413,18.439,17.720,15.000,45.880,27.514,70.838,84.291
60,96.130,71.028,77.337,36.125,30.806,12.166,39.825,43.909,73.355,84.404
17,42.942,18.111,30.529,87.201,100.449,76.007,52.393,75.293,14.213,10.630
20,35.014,37.014,48.847,97.622,112.446,91.285,70.576,84.220,30.594,28.792
24,39.205,14.866,31.828,79.202,92.634,68.964,47.265,67.231,7.280,14.560
46,42.953,27.295,45.177,50.804,64.382,43.681,33.615,39.395,22.825,38.626
65,63.789,52.355,66.219,23.770,36.069,22.136,36.878,17.720,50.448,65.192
3,52.345,35.777,40.050,106.827,120.241,95.441,70.007,94.578,33.971,23.087
67,21.633,52.000,71.694,57.585,74.632,66.611,65.215,42.720,43.012,57.871
49,25.710,32.696,52.393,60.440,76.007,59.682,50.160,46.669,23.770,39.115
81,85.071,75.452,87.321,10.817,12.042,23.195,52.953,23.022,74.330,88.600
19,84.095,38.000,34.986,68.118,72.180,39.812,11.180,65.521,45.541,48.836
9,74.027,22.361,14.422,79.246,86.729,55.471,23.854,73.000,31.906,30.017
48,25.000,32.202,51.894,61.847,77.389,60.828,50.695,48.083,23.087,38.210
6,49.497,33.615,39.319,103.856,117.388,92.914,68.007,91.526,31.241,21.378
15,41.000,29.275,39.560,95.671,109.659,86.452,63.561,83.006,24.597,19.647
24,87.664,44.283,42.720,63.789,66.370,34.059,12.083,62.769,51.039,55.785
68,22.204,52.924,72.615,57.245,74.330,66.753,65.803,42.379,43.966,58.856
50,100.125,69.318,72.918,46.400,41.485,17.889,35.805,52.802,73.055,82.365
85,43.863,66.272,85.159,40.050,57.219,58.592,68.242,26.173,59.008,75.107
71,99.298,79.398,87.201,30.529,21.024,19.105,49.930,41.485,80.709,92.849
6,103.354,54.571,45.277,83.199,84.024,52.469,30.480,82.855,63.246,63.127
37,88.843,52.202,54.562,52.202,53.038,21.213,17.889,53.535,57.070,64.885
16,51.740,5.000,19.209,80.529,92.201,65.299,39.217,70.228,10.440,8.485
52,78.058,51.856,60.208,35.511,39.560,8.485,24.042,36.056,53.712,65.299
39,91.411,55.714,58.138,51.264,51.010,19.925,21.471,53.600,60.415,68.447
81,83.169,74.330,86.539,9.220,13.454,23.537,52.612,21.024,73.000,87.419
7,77.621,25.942,16.155,80.753,87.596,55.946,24.166,75.060,35.511,33.136
73,63.600,58.694,73.546,17.804,32.757,27.459,45.122,9.487,55.758,71.120
20,53.907,3.162,19.647,73.824,84.876,57.385,31.321,64.288,11.662,16.401
50,77.162,49.820,57.983,37.336,41.761,10.630,21.840,37.216,51.884,63.253
96,44.011,80.081,99.624,56.719,73.246,77.897,86.683,44.272,71.589,86.833
10,86.608,37.108,29.411,77.026,81.394,49.031,19.235,73.756,45.880,46.000
90,57.801,71.449,89.000,26.173,43.000,49.679,65.924,14.422,65.734,82.000
18,101.951,57.009,51.865,72.732,72.250,41.485,26.401,73.926,64.498,67.476
4,89.872,39.000,28.160,83.024,87.298,54.918,25.179,79.624,48.301,46.390
62,25.000,45.222,64.846,54.120,70.774,60.133,57.428,39.446,36.674,52.154
10,62.241,10.296,9.487,82.280,92.282,63.127,33.838,73.546,20.000,15.000
26,63.063,19.313,26.926,63.063,72.007,42.521,15.297,56.036,25.000,32.249
45,83.600,51.971,57.489,43.417,45.398,13.038,20.000,44.654,55.362,65.192
62,68.359,52.431,64.846,25.318,35.000,16.492,33.136,22.361,51.624,65.605
22,99.624,56.080,52.393,68.622,68.184,37.363,24.042,69.971,63.127,67.082
15,101.237,55.145,49.041,75.000,75.107,43.932,26.077,75.591,62.968,65.192
100,81.541,86.377,101.415,13.601,23.259,44.944,71.063,20.591,82.735,98.489
85,31.623,71.694,91.389,62.032,79.158,78.772,82.807,48.094,62.626,77.130
80,85.726,75.213,86.816,12.207,12.207,22.091,52.173,24.083,74.277,88.408
80,26.571,67.543,87.235,63.388,80.623,78.160,80.281,49.041,58.310,72.533
5,78.102,26.077,14.560,82.873,89.811,58.181,26.401,77.026,35.805,32.388
17,38.471,32.062,43.081,96.208,110.535,88.119,66.098,83.241,26.571,23.087
47,32.016,28.862,48.384,57.280,72.201,54.129,43.863,44.204,21.000,37.121
55,83.000,57.628,65.460,33.838,35.511,3.162,28.636,36.797,59.540,71.063
15,80.623,32.249,27.785,72.028,77.369,45.222,14.036,68.066,40.522,42.297
39,16.125,41.183,58.138,84.876,100.846,84.172,69.721,70.605,31.780,38.949
67,82.873,65.115,75.180,22.361,24.042,9.220,39.560,28.302,65.437,78.518
79,102.840,86.279,94.868,29.120,15.556,26.401,57.801,42.107,87.006,99.725
37,98.656,61.685,62.426,55.902,53.600,24.698,27.203,59.548,66.910,74.095
13,78.230,28.636,23.324,74.243,80.362,48.466,16.763,69.462,37.336,38.118
3,55.027,25.612,28.071,99.860,112.294,85.913,59.034,88.549,26.420,12.207
99,87.818,88.566,102.489,12.649,15.811,41.773,70.178,24.759,85.755,101.119
2,70.838,19.235,1.414,88.600,97.509,67.119,36.125,80.753,28.844,20.616
86,40.460,68.066,87.321,46.011,63.127,64.405,72.622,32.249,60.208,76.026
5,59.363,15.232,14.560,91.236,102.343,74.250,45.793,81.271,21.024,6.403
22,33.734,31.145,44.294,91.924,106.527,85.000,64.382,78.746,24.331,24.187
98,58.728,79.025,97.185,33.838,49.649,59.464,75.644,24.083,72.560,88.814
53,97.021,68.096,72.835,42.202,37.855,13.928,35.384,48.600,71.309,81.302
12,98.843,51.478,44.385,76.903,78.000,46.271,24.759,76.557,59.666,61.033
65,11.180,56.613,76.007,70.520,87.641,79.310,75.180,55.660,46.872,59.615
18,53.759,1.414,18.385,76.485,87.658,60.208,33.838,66.761,11.314,13.601
54,20.025,39.357,59.034,61.587,77.827,64.125,56.798,47.202,30.083,44.721
76,79.812,69.065,81.154,12.083,18.439,19.313,47.381,19.925,67.941,82.201
82,42.638,63.198,82.037,39.319,56.569,56.365,65.215,25.000,56.036,72.173
7,77.621,25.942,16.155,80.753,87.596,55.946,24.166,75.060,35.511,33.136
9,52.355,16.401,22.472,91.066,103.233,76.694,50.160,80.112,18.028,3.162
5,95.189,45.222,35.228,82.492,85.376,53.085,26.000,80.362,54.231,53.235
70,70.612,59.682,72.732,17.263,28.284,19.209,41.049,16.279,58.138,72.670
75,60.407,59.135,74.813,19.209,35.341,31.906,48.083,7.071,55.471,71.176
4,81.056,29.155,17.263,83.487,89.844,57.940,26.249,78.160,38.833,35.511
10,53.535,12.728,19.235,88.193,100.000,73.000,46.098,77.621,16.125,1.000
45,49.031,27.857,44.045,48.374,60.877,38.275,28.018,38.328,25.495,40.311
48,74.330,46.228,54.708,39.051,44.598,14.142,19.235,37.577,48.301,59.666
84,62.177,67.186,83.487,17.263,34.525,38.949,57.280,3.606,62.769,78.772
87,90.824,82.662,94.430,13.000,5.000,29.017,59.666,27.459,81.468,95.802
50,84.149,55.471,62.008,38.897,40.311,8.000,24.698,41.231,58.181,68.819
28,100.688,59.682,57.706,64.078,62.514,32.696,26.019,66.611,66.030,71.309
76,91.444,76.485,86.452,20.248,14.000,18.682,50.329,31.575,76.577,89.872
100,47.434,84.202,103.740,58.464,74.673,80.777,90.427,46.615,75.710,90.934
0,59.615,24.207,23.022,99.850,111.606,84.172,56.080,89.157,27.203,11.180
43,74.967,43.267,50.478,44.045,49.336,18.028,14.318,42.154,46.239,56.613
86,71.113,71.868,86.885,8.062,25.318,34.409,57.428,7.211,68.476,84.095
49,75.240,47.634,56.080,38.118,43.324,12.728,20.396,37.121,49.649,61.074
89,100.901,90.272,100.722,23.087,6.083,32.894,64.622,37.656,89.805,103.586
11,60.828,8.944,10.770,81.707,91.924,63.032,34.132,72.780,18.601,14.036
21,83.259,38.053,36.056,66.121,70.214,37.855,9.434,63.600,45.277,49.244
49,43.417,30.414,48.094,47.802,61.620,41.976,34.409,36.249,25.942,41.785
19,59.203,9.000,18.028,72.450,82.492,53.759,26.000,63.953,17.464,21.024
21,74.243,28.071,28.284,66.272,72.732,41.146,9.434,61.522,35.355,39.560
67,78.918,62.482,73.348,20.881,25.495,10.817,38.639,25.000,62.370,75.822
99,48.754,81.786,101.139,52.393,68.593,75.166,86.023,40.719,73.682,89.275
78,100.663,84.149,92.914,27.514,15.000,24.413,55.946,40.200,84.812,97.591
2,53.759,33.615,37.014,105.802,118.929,93.600,67.624,93.814,32.558,20.616
82,67.624,67.417,82.565,11.180,28.160,32.558,53.759,4.000,64.008,79.624
23,76.059,31.257,31.828,64.070,69.921,38.079,6.325,60.017,38.118,43.012
78,91.924,77.987,88.193,19.235,12.000,20.616,52.202,31.257,77.897,91.351
57,79.025,55.902,65.000,30.806,34.482,5.099,29.120,32.650,57.140,69.354
63,59.540,48.754,63.348,27.295,40.361,25.495,36.056,19.026,46.400,61.400
45,70.711,41.231,50.120,42.048,48.847,19.105,16.031,38.897,43.382,54.672
48,9.220,43.186,61.717,76.662,93.022,78.638,67.720,62.129,33.302,43.909
96,79.404,82.638,97.514,9.849,21.840,41.231,67.067,17.205,79.177,94.847
55,49.000,37.643,54.083,39.408,53.151,35.128,34.059,28.460,34.132,49.659
70,41.785,51.010,69.354,37.121,53.852,46.573,52.010,22.472,44.721,61.000
36,29.069,23.345,42.438,71.421,86.052,65.788,49.497,58.412,13.454,26.683
54,15.033,41.881,61.400,65.863,82.292,69.116,61.327,51.313,32.249,45.880
50,65.192,41.110,52.555,37.656,46.648,20.616,21.840,32.757,41.617,54.489
71,23.345,56.080,75.769,57.280,74.465,68.250,68.411,42.450,47.127,61.984
40,73.546,39.962,46.872,47.000,52.811,21.633,11.045,44.272,43.324,53.254
60,85.147,62.370,70.725,29.967,30.265,2.236,34.015,34.828,63.812,75.822
53,37.054,34.015,52.773,48.795,63.820,47.265,41.617,35.805,27.659,43.932
82,37.483,64.133,83.433,46.271,63.506,62.769,69.527,32.000,56.223,72.028
16,59.548,7.616,15.033,75.961,86.093,57.315,29.069,67.268,17.205,18.028
78,99.690,83.439,92.358,26.571,14.422,23.854,55.471,39.205,84.024,96.876
33,25.060,29.530,46.690,80.722,95.802,76.217,59.135,67.209,20.248,28.018
10,87.464,38.079,30.364,77.058,81.216,48.836,19.416,73.980,46.819,47.000
12,64.444,12.207,11.180,78.746,88.119,58.412,28.601,70.711,22.023,20.100
60,76.164,55.902,66.189,27.295,32.696,8.246,31.401,28.425,56.400,69.311
59,56.143,43.863,58.856,32.249,45.277,28.018,33.541,23.087,41.400,56.436
17,94.021,48.042,43.081,71.386,73.062,41.049,19.209,70.774,55.731,58.421
44,99.609,65.924,68.250,50.774,47.074,20.518,31.765,55.902,70.342,78.721
53,58.034,39.446,53.367,36.770,48.270,26.476,27.295,29.000,38.184,52.431
91,36.125,80.056,99.745,69.116,86.006,87.464,92.022,55.731,70.774,84.770
88,37.121,72.125,91.706,55.009,72.028,73.410,79.981,41.437,63.561,78.772
62,100.245,75.452,81.468,37.537,30.083,16.492,43.932,46.519,77.827,88.814
83,78.186,72.945,86.331,4.123,17.464,27.313,54.037,15.033,70.803,85.755
75,43.829,56.009,74.330,35.114,52.202,48.104,56.036,20.248,49.649,65.924
5,86.023,34.928,24.331,82.024,87.098,54.818,24.021,77.929,44.294,42.297
52,24.187,35.847,55.543,59.405,75.293,60.299,52.326,45.343,26.926,42.190
17,75.293,27.074,24.839,70.349,76.844,45.188,13.416,65.376,35.171,37.656
94,42.154,78.160,97.719,56.436,73.110,76.942,85.147,43.681,69.635,84.853
37,84.929,48.466,51.624,51.196,53.339,21.024,14.422,51.478,53.151,61.270
89,62.129,71.386,88.204,20.100,37.014,44.553,62.936,9.220,66.408,82.565
91,43.267,73.348,92.650,48.166,65.008,68.476,77.801,35.171,65.376,81.099
14,41.012,37.336,46.840,101.833,116.276,93.941,71.589,88.730,32.311,27.295
22,93.048,49.092,46.065,66.708,68.029,36.125,17.464,66.641,56.143,60.208
59,8.062,50.606,69.893,70.774,87.664,77.006,70.682,55.946,40.804,53.310
10,86.608,37.108,29.411,77.026,81.394,49.031,19.235,73.756,45.880,46.000
6,57.983,14.765,15.811,90.785,102.078,74.250,46.141,80.654,20.000,5.000
45,78.638,47.707,54.406,42.426,46.325,14.318,17.464,42.059,50.695,61.033
42,43.012,23.195,41.304,54.644,67.882,45.880,32.696,43.463,18.868,34.540
71,51.546,53.151,70.064,28.018,44.283,37.336,47.413,14.213,48.466,64.514
76,72.125,64.885,78.447,11.402,24.413,23.431,47.043,12.530,62.801,77.698
67,15.620,55.570,75.180,65.146,82.280,74.545,71.868,50.289,46.065,59.775
43,27.731,27.295,46.957,64.382,79.404,60.877,48.083,51.088,18.028,33.136
10,45.706,31.321,39.051,100.125,113.846,89.889,65.803,87.658,28.018,20.000
83,67.119,68.007,83.361,11.705,28.862,33.971,54.918,3.162,64.413,80.112
42,15.264,37.802,55.902,78.237,94.154,77.666,64.327,64.031,28.018,37.736
73,95.708,77.795,86.533,26.077,17.720,18.028,49.649,37.108,78.600,91.241
16,101.769,56.080,50.289,74.330,74.169,43.174,26.420,75.180,63.789,66.272
4,94.032,43.658,33.136,83.295,86.579,54.231,26.249,80.777,52.802,51.352
80,25.000,71.868,91.417,72.339,89.560,86.833,87.419,58.034,62.266,75.392
95,40.050,84.095,103.788,70.456,87.144,89.961,95.483,57.489,74.847,88.888
73,52.202,55.109,72.062,26.926,43.463,38.079,49.193,12.728,50.329,66.408
57,82.024,58.138,66.573,31.623,33.734,2.236,30.083,34.655,59.682,71.589
7,59.405,12.369,12.530,88.142,99.020,70.725,42.190,78.447,19.416,7.616
14,44.385,21.587,31.780,91.400,104.690,80.156,56.045,79.404,18.439,11.705
89,76.922,76.557,90.956,3.606,20.025,34.438,60.033,13.038,73.573,89.006
70,42.720,51.039,69.260,36.235,52.924,45.607,51.400,21.633,44.911,61.188
37,55.973,23.431,36.674,53.488,64.070,37.443,19.698,45.277,24.597,36.797
6,49.366,34.540,40.311,104.484,118.089,93.744,68.949,92.087,32.016,22.361
30,26.926,30.083,46.228,84.220,99.202,79.120,61.008,70.767,21.378,26.907
32,84.202,44.922,46.755,55.731,58.549,26.173,10.440,55.036,50.359,57.385
75,85.376,71.840,82.735,16.279,16.155,17.029,47.539,25.962,71.449,85.147
17,58.898,7.280,16.031,75.027,85.235,56.586,28.636,66.287,16.643,18.385
53,22.091,37.577,57.271,60.465,76.538,62.201,54.562,46.228,28.460,43.417
86,32.573,72.615,92.309,62.008,79.101,79.120,83.487,48.166,63.569,78.102
56,34.015,37.216,56.294,49.041,64.661,50.040,45.804,35.384,30.150,46.390
61,15.232,48.374,68.000,63.561,80.411,70.064,65.368,48.754,38.910,52.887
44,45.354,25.710,43.046,51.313,64.351,42.379,30.887,40.497,22.204,37.577
36,83.199,46.239,49.497,51.788,54.589,22.204,12.207,51.430,50.990,59.034
41,41.437,22.023,40.608,56.613,70.007,48.104,34.176,45.188,17.000,32.894
79,64.622,63.906,79.246,14.422,31.016,31.890,51.196,3.606,60.415,76.059
70,92.228,73.553,82.377,25.495,20.100,13.892,45.618,35.114,74.404,87.000
66,52.173,48.765,65.192,29.698,44.944,33.956,42.059,17.464,44.721,60.539
19,36.014,37.000,48.466,98.311,113.071,91.706,70.711,84.959,30.806,28.460
13,58.694,6.708,13.000,80.231,90.736,62.241,34.000,71.063,16.401,13.342
30,28.178,27.313,43.932,82.037,96.830,76.322,58.009,68.768,18.439,25.000
28,61.270,19.235,28.460,61.400,70.711,41.725,16.031,54.083,24.083,32.450
48,21.190,34.132,53.712,65.000,80.777,64.777,54.424,50.990,24.597,38.833
1,99.020,48.466,37.000,86.701,89.202,57.009,30.463,84.770,57.697,55.731
11,76.026,25.298,18.868,76.655,83.487,51.894,20.125,71.113,34.438,34.015
82,34.828,65.000,84.481,50.249,67.476,66.483,72.180,36.000,56.719,72.250
79,30.610,62.936,82.541,53.600,70.859,68.308,72.139,39.115,54.342,69.584
22,94.921,51.088,47.854,67.186,68.000,36.346,19.313,67.535,58.138,62.169
20,84.581,39.013,36.359,67.186,71.021,38.639,10.817,64.846,46.390,50.010
1,113.649,64.560,54.000,90.443,89.677,59.203,40.311,91.241,73.389,72.560
53,19.105,38.949,58.592,62.968,79.177,65.192,57.271,48.600,29.547,43.932
66,11.000,60.440,79.630,75.000,92.179,84.380,80.062,60.166,50.606,62.610
82,99.725,85.633,95.189,24.515,10.630,26.833,58.600,38.000,85.796,99.035
40,43.658,21.213,39.319,56.303,69.311,46.615,31.953,45.310,17.205,32.696
58,10.440,48.010,67.417,68.447,85.235,74.000,67.543,53.666,38.275,51.264
86,88.600,80.709,92.704,11.045,7.211,28.018,58.249,25.318,79.398,93.814
73,18.000,66.030,85.440,73.348,90.609,85.329,83.528,58.694,56.303,68.942
3,62.682,16.279,11.180,91.788,102.396,73.661,44.407,82.280,23.345,9.899
16,93.520,47.096,41.785,72.180,74.108,42.012,19.105,71.309,54.918,57.315
25,36.056,18.974,35.384,80.920,94.795,72.007,51.157,68.505,11.045,17.000
15,60.959,8.944,14.000,76.551,86.452,57.385,28.653,68.066,18.601,18.682
86,41.110,67.897,87.098,45.011,62.129,63.506,72.007,31.257,60.133,76.007
84,35.805,67.186,86.683,51.088,68.264,68.154,74.330,37.054,58.856,74.330
61,84.214,62.290,71.021,28.636,29.428,3.000,34.540,33.422,63.514,75.743
1,98.184,47.539,36.000,86.579,89.275,57.035,30.083,84.481,56.798,54.745
16,56.586,4.243,15.811,77.473,88.204,60.108,32.696,68.154,14.142,14.318
27,39.598,12.806,31.623,74.404,87.693,64.008,43.046,62.650,3.162,17.000
46,100.404,67.624,70.292,49.649,45.354,20.000,33.615,55.317,71.840,80.498
70,38.079,51.088,69.871,40.719,57.585,50.448,54.562,25.942,44.181,60.407
48,97.252,65.742,69.354,46.325,42.755,16.401,32.202,51.740,69.570,78.772
86,103.740,90.609,100.170,27.019,10.770,31.765,63.506,41.195,90.686,104.005
56,76.007,53.038,62.650,31.257,36.401,8.246,27.459,31.623,54.083,66.483
60,87.144,63.891,71.847,30.887,30.067,3.606,34.886,36.401,65.513,77.337
92,59.816,73.553,91.005,25.495,42.048,50.249,67.417,14.866,67.912,84.172
62,98.250,73.817,80.156,36.069,29.411,14.560,42.638,44.721,76.059,87.201
74,19.000,66.851,86.284,73.164,90.427,85.510,84.060,58.549,57.140,69.857
43,52.393,27.295,42.297,48.754,60.440,36.249,24.413,39.623,26.249,40.224
2,87.006,35.355,23.022,85.053,90.244,57.974,27.074,80.753,44.944,41.773
58,21.213,42.544,62.241,58.669,75.153,63.000,57.801,44.102,33.526,48.508
83,49.649,64.070,82.152,31.257,48.508,49.739,61.774,17.029,57.871,74.148
22,68.476,22.204,25.239,66.098,73.926,43.267,13.038,60.033,29.275,34.176
68,34.540,49.366,68.447,44.283,61.098,52.953,55.154,29.530,42.012,58.138
63,69.462,53.824,66.129,24.187,33.601,15.811,34.059,21.954,53.038,67.007
84,40.311,65.765,84.929,44.102,61.294,61.741,69.814,30.067,58.078,74.000
90,87.321,82.492,95.273,8.544,9.000,32.249,61.660,23.409,80.604,95.415
82,62.169,65.521,81.615,16.763,33.956,36.878,55.082,2.000,61.327,77.253
75,96.104,79.196,88.204,25.060,15.811,19.723,51.430,36.674,79.812,92.634
56,42.012,37.216,55.145,43.139,58.009,42.048,39.623,30.529,31.953,48.083
23,68.000,22.361,26.077,65.115,73.007,42.438,12.530,59.034,29.155,34.540
78,24.042,66.648,86.313,65.620,82.873,79.555,80.604,51.157,57.271,71.169
11,102.883,55.579,48.052,78.848,79.101,47.854,28.425,79.158,63.789,65.008
53,68.029,45.343,56.462,34.234,42.544,16.763,24.187,30.676,45.804,58.728
29,91.761,50.990,50.478,60.166,61.008,29.275,17.000,60.902,57.079,62.936
14,45.188,19.647,29.967,90.211,103.325,78.492,54.120,78.390,16.971,9.849
26,75.769,32.757,34.655,61.033,66.761,34.928,3.162,57.271,39.000,44.944
62,48.508,44.147,61.033,34.655,49.649,36.222,40.224,22.361,39.812,55.714
100,96.177,93.648,106.405,18.385,10.770,42.012,72.367,32.450,91.608,106.532
12,59.414,7.616,12.083,81.154,91.586,62.968,34.482,72.035,17.205,13.153
25,99.624,57.315,54.562,66.129,65.276,34.785,24.331,67.956,64.008,68.659
55,49.000,37.643,54.083,39.408,53.151,35.128,34.059,28.460,34.132,49.659
83,29.411,70.264,89.961,63.127,80.306,79.057,82.219,49.010,61.098,75.432
2,53.151,38.013,42.012,108.853,122.348,97.652,72.236,96.519,36.125,25.298
4,106.944,57.974,48.094,85.866,86.145,54.918,33.971,85.907,66.731,66.272
46,9.220,45.000,62.936,81.123,97.494,82.873,71.063,66.573,35.228,44.407
15,99.403,53.151,47.127,74.465,75.027,43.566,24.413,74.686,61.000,63.198
66,48.270,47.854,65.008,32.650,48.374,37.855,44.102,19.416,43.081,59.135
54,16.031,41.340,60.902,65.000,81.394,68.118,60.415,50.478,31.765,45.607
0,98.737,47.927,36.014,87.573,90.272,58.034,31.016,85.440,57.245,54.918
78,61.465,61.984,77.782,17.493,34.176,33.601,50.961,4.123,58.138,73.926
6,89.588,39.217,29.428,81.056,85.159,52.773,23.345,77.878,48.332,47.170
54,14.036,42.438,61.911,66.731,83.193,70.114,62.241,52.154,32.757,46.174
28,86.331,44.911,45.000,59.841,62.394,30.067,11.045,59.093,51.039,56.921
46,75.538,45.804,53.535,41.110,46.174,15.000,17.464,39.812,48.332,59.203
33,37.202,16.125,35.777,68.411,82.037,59.506,41.195,56.436,7.071,23.087
63,97.329,73.600,80.281,34.655,28.160,13.928,42.802,43.382,75.664,87.006
94,91.706,87.464,100.090,13.038,7.211,36.014,66.098,27.731,85.604,100.404
99,48.754,81.786,101.139,52.393,68.593,75.166,86.023,40.719,73.682,89.275
0,99.569,48.847,37.014,87.693,90.200,58.009,31.385,85.726,58.138,55.902
25,58.310,13.416,24.331,65.788,75.802,47.381,21.378,57.559,19.026,26.627
14,47.508,14.866,25.554,87.367,100.005,74.404,49.336,76.026,13.892,5.657
34,42.544,15.033,34.205,63.514,76.420,52.773,34.366,52.393,10.000,25.632
99,57.489,80.006,98.412,37.000,52.773,62.370,77.820,27.019,73.246,89.454
72,49.980,53.759,71.007,29.155,45.695,39.560,49.244,14.866,48.703,64.846
12,44.643,26.926,35.735,96.047,109.604,85.440,61.400,83.762,23.601,16.125
81,27.514,68.447,88.142,63.285,80.505,78.447,80.920,49.010,59.237,73.498
17,66.851,17.117,18.358,72.035,80.529,50.220,20.000,65.069,25.632,27.893
60,30.414,41.773,61.131,49.930,66.189,54.037,51.400,35.609,34.015,50.040
10,60.208,9.220,10.817,83.385,93.814,65.115,36.359,74.216,18.358,12.000
72,60.440,56.648,72.007,20.518,35.847,29.530,44.922,10.000,53.339,68.877
89,99.020,89.022,99.765,21.095,4.123,32.280,63.906,35.693,88.391,102.303
52,40.112,33.061,51.352,47.424,62.008,44.407,38.601,34.986,27.514,43.681
53,2.000,50.990,69.426,79.624,96.385,84.149,74.947,64.846,41.110,51.313
91,57.628,72.339,90.006,27.295,44.011,51.088,67.231,15.811,66.491,82.765
51,64.125,41.231,53.141,36.878,46.325,21.190,23.087,31.575,41.400,54.562
4,66.068,15.524,5.000,88.255,98.005,68.411,38.288,79.624,24.597,15.232
17,77.897,30.067,27.203,70.114,75.961,44.011,12.369,65.765,38.079,40.608
34,102.181,63.789,63.285,59.942,57.070,28.844,29.428,63.781,69.462,75.895
32,23.537,35.468,51.400,86.683,102.078,83.169,66.068,72.863,26.683,31.828
